caseid,start,end,imp_misconduct,imp_private_gain,imp_monitor_opponents,imp_equal_rights,imp_journalists,imp_private_violence,imp_free_speech,imp_patriotism,imp_foreign_influence,imp_ban_ideology,imp_voting_rights,imp_votes_impact,imp_election_fraud,imp_expand_executive,imp_legislature_check,imp_judiciary_check,imp_judicial_ind,imp_participation,imp_funds_transparent,imp_contributions,imp_opinions,imp_districts,imp_common_und,imp_compromise,imp_candidates_disclose,imp_protest,imp_investigations,perf_misconduct,perf_private_gain,perf_monitor_opponents,perf_equal_rights,perf_journalists,perf_private_violence,perf_free_speech,perf_patriotism,perf_foreign_influence,perf_ban_ideology,perf_voting_rights,perf_votes_impact,perf_election_fraud,perf_expand_executive,perf_legislature_check,perf_judiciary_check,perf_judicial_ind,perf_participation,perf_funds_transparent,perf_contributions,perf_opinions,perf_districts,perf_common_und,perf_compromise,perf_candidates_disclose,perf_protest,perf_investigations,US_2017_SEPT,faculty_rank,field,wave,imp_science,imp_restraint,perf_science,perf_restraint,US_2017_FEB,US_2017_MAY,US_2015,US_2005,US_1995,US_1985,US_1975,US_1950,US_1900,US_1850,US_1800,democracy_importance,US_democracy_rating
W1BLW0003243,2017-02-17 11:06:29,2017-02-17 11:14:20,Beneficial,Important,Important,Important,Essential,Important,Essential,Essential,Beneficial,Important,Essential,,Essential,Important,Important,Beneficial,Essential,,,,,,,,,,,Mostly meets,Mostly meets,Mostly meets,Mostly meets,Fully meets,Fully meets,Fully meets,Fully meets,Mostly meets,Fully meets,Partly meets,,Mostly meets,Mostly meets,Mostly meets,Mostly meets,Mostly meets,,,,,,,,,,,,,,1,Important,Beneficial,Mostly meets,Mostly meets,80,,,,,,,,,,,,
W1BLW0009659,2017-02-17 11:14:40,2017-02-17 11:19:42,Essential,Important,Essential,Essential,Essential,Essential,Essential,Beneficial,Essential,Essential,Essential,Important,Essential,Essential,Important,Important,Essential,,,,,,,,,,,Does not meet,Does not meet,Does not meet,Does not meet,Mostly meets,Mostly meets,Partly meets,Does not meet,Partly meets,Mostly meets,Partly meets,Partly meets,Partly meets,Partly meets,Partly meets,Partly meets,Partly meets,,,,,,,,,,,,,,1,Important,Important,Does not meet,Does not meet,30,,,,,,,,,,,,
W1BLW0006636,2017-02-17 11:14:24,2017-02-17 11:20:23,Important,Important,Important,Important,Essential,Essential,Essential,Important,Essential,Important,Beneficial,Beneficial,Essential,Essential,Essential,Essential,Essential,,,,,,,,,,,Mostly meets,Partly meets,Mostly meets,Fully meets,Mostly meets,Mostly meets,Fully meets,Partly meets,Mostly meets,Fully meets,Mostly meets,Partly meets,Fully meets,Partly meets,Partly meets,Mostly meets,Mostly meets,,,,,,,,,,,,,,1,Important,Beneficial,Partly meets,Does not meet,80,,,,,,,,,,,,
W1BLW0005327,2017-02-17 11:15:43,2017-02-17 11:21:36,Essential,Essential,Essential,Essential,Essential,Essential,Essential,Beneficial,Essential,Essential,Essential,Essential,Essential,Essential,Essential,Important,Essential,,,,,,,,,,,Does not meet,Does not meet,Does not meet,Does not meet,Partly meets,Does not meet,Partly meets,Does not meet,Does not meet,Partly meets,Does not meet,Does not meet,Fully meets,Does not meet,Does not meet,Partly meets,Does not meet,,,,,,,,,,,,,,1,Essential,Essential,Does not meet,Does not meet,20,,,,,,,,,,,,
W1BLW0001572,2017-02-17 11:17:32,2017-02-17 11:22:08,Essential,Important,Essential,Essential,Essential,Important,Essential,Important,Essential,Important,Essential,Important,Essential,Important,Essential,Essential,Essential,,,,,,,,,,,Mostly meets,Mostly meets,Mostly meets,Partly meets,Mostly meets,Partly meets,Mostly meets,Mostly meets,Mostly meets,Mostly meets,Partly meets,Partly meets,Mostly meets,Partly meets,Partly meets,Mostly meets,Partly meets,,,,,,,,,,,,,,1,Essential,Important,Partly meets,Mostly meets,50,,,,,,,,,,,,
W1BLW0002814,2017-02-17 11:17:38,2017-02-17 11:22:54,Important,Essential,Essential,Essential,Essential,Essential,Essential,Important,Essential,Essential,Essential,Essential,Essential,Essential,Essential,Essential,Essential,,,,,,,,,,,Does not meet,Partly meets,Partly meets,Partly meets,,Partly meets,Mostly meets,Does not meet,,Mostly meets,Partly meets,Partly meets,Fully meets,Mostly meets,Partly meets,Mostly meets,Mostly meets,,,,,,,,,,,,,,1,Important,Important,Partly meets,Does not meet,50,,,,,,,,,,,,
W1BLW0006170,2017-02-17 11:17:49,2017-02-17 11:24:18,Important,Essential,Essential,Essential,Essential,Important,Essential,Important,Essential,Important,Essential,Essential,Essential,Essential,Essential,Essential,Essential,,,,,,,,,,,Partly meets,Does not meet,Does not meet,Does not meet,Partly meets,Partly meets,Mostly meets,Partly meets,Does not meet,Partly meets,Partly meets,Partly meets,Partly meets,Does not meet,Partly meets,Partly meets,Does not meet,,,,,,,,,,,,,,1,Beneficial,Important,Does not meet,Partly meets,,,,,,,,,,,,,
W1BLW0004938,2017-02-17 11:10:22,2017-02-17 11:24:35,Important,Important,Important,Important,Essential,Essential,Important,Beneficial,Important,Essential,Essential,Important,Essential,Important,Important,Beneficial,Beneficial,,,,,,,,,,,Mostly meets,Partly meets,Mostly meets,Mostly meets,Fully meets,Fully meets,Mostly meets,Mostly meets,Mostly meets,Fully meets,Mostly meets,Partly meets,Fully meets,Mostly meets,Mostly meets,Mostly meets,Mostly meets,,,,,,,,,,,,,,1,Important,Important,Mostly meets,Partly meets,70,,,,,,,,,,,,
W1BLW0007401,2017-02-17 11:18:51,2017-02-17 11:25:01,Essential,Essential,Important,Essential,Essential,Essential,Essential,Important,Beneficial,Essential,Essential,Essential,Essential,Essential,Essential,Essential,Essential,,,,,,,,,,,Partly meets,Partly meets,Partly meets,Does not meet,Partly meets,Partly meets,Mostly meets,Partly meets,Mostly meets,Partly meets,Does not meet,Does not meet,Partly meets,Mostly meets,Mostly meets,Mostly meets,Partly meets,,,,,,,,,,,,,,1,Essential,Important,Partly meets,Does not meet,40,,,,,,,,,,,,
W1BLW0007522,2017-02-17 11:20:18,2017-02-17 11:26:04,Important,Important,Essential,Essential,Essential,Essential,Essential,Not relevant,Not relevant,Important,Not relevant,Essential,Essential,Essential,Beneficial,Essential,Essential,,,,,,,,,,,Fully meets,Does not meet,Partly meets,Does not meet,Mostly meets,Mostly meets,Partly meets,Does not meet,Does not meet,,Does not meet,Fully meets,Fully meets,Partly meets,Mostly meets,Mostly meets,Mostly meets,,,,,,,,,,,,,,1,Not relevant,Not relevant,Partly meets,Partly meets,90,,,,,,,,,,,,
W1BLW0001212,2017-02-17 11:15:13,2017-02-17 11:26:23,Essential,Important,Essential,Essential,Important,Important,Important,Beneficial,Essential,Essential,Essential,Important,Essential,Essential,Essential,Essential,Essential,,,,,,,,,,,Partly meets,Does not meet,Does not meet,Does not meet,Partly meets,Does not meet,,Does not meet,Does not meet,Fully meets,Does not meet,Does not meet,Fully meets,Partly meets,Mostly meets,Mostly meets,Partly meets,,,,,,,,,,,,,,1,Important,Important,Does not meet,,70,,,,,,,,,,,,
W1BLW0006102,2017-02-17 11:01:53,2017-02-17 11:27:15,Beneficial,Beneficial,Essential,Essential,Essential,Important,Essential,Beneficial,Beneficial,Essential,Essential,Essential,Essential,Important,Beneficial,Important,Beneficial,,,,,,,,,,,Mostly meets,Partly meets,Mostly meets,Mostly meets,Fully meets,Fully meets,Fully meets,Does not meet,Partly meets,Fully meets,Mostly meets,Fully meets,Fully meets,Mostly meets,Mostly meets,Fully meets,Mostly meets,,,,,,,,,,,,,,1,Beneficial,Beneficial,Partly meets,Mostly meets,80,,,,,,,,,,,,
W1BLW0000162,2017-02-17 11:28:59,2017-02-17 11:32:54,Beneficial,Essential,Essential,Essential,Essential,Essential,Essential,Not relevant,Essential,Beneficial,Essential,Essential,Essential,Essential,Essential,Essential,Essential,,,,,,,,,,,Partly meets,Does not meet,Partly meets,Partly meets,Mostly meets,Mostly meets,Mostly meets,Does not meet,Does not meet,Partly meets,Does not meet,Does not meet,Mostly meets,Partly meets,Mostly meets,Partly meets,Mostly meets,,,,,,,,,,,,,,1,Important,Beneficial,Partly meets,Does not meet,60,,,,,,,,,,,,
W1BLW0004405,2017-02-17 11:30:18,2017-02-17 11:36:15,Important,Important,Essential,Essential,Important,Essential,Essential,Beneficial,Important,Important,Essential,Not relevant,Essential,Important,Essential,Important,Essential,,,,,,,,,,,Partly meets,Does not meet,Partly meets,Mostly meets,Fully meets,Mostly meets,Fully meets,Does not meet,Does not meet,Fully meets,Partly meets,Does not meet,Mostly meets,Partly meets,Mostly meets,Fully meets,Mostly meets,,,,,,,,,,,,,,1,Beneficial,Beneficial,Does not meet,Does not meet,80,,,,,,,,,,,,
W1BLW0001548,2017-02-17 11:21:35,2017-02-17 11:37:41,Essential,Essential,Essential,Essential,Essential,Essential,Essential,Beneficial,Essential,Essential,Essential,Essential,Essential,Essential,Important,Important,Essential,,,,,,,,,,,Mostly meets,Partly meets,,Partly meets,Partly meets,,Mostly meets,Does not meet,Does not meet,,Partly meets,Does not meet,Fully meets,Mostly meets,Mostly meets,Mostly meets,Partly meets,,,,,,,,,,,,,,1,Important,,Partly meets,,70,,,,,,,,,,,,
W1BLW0004008,2017-02-17 11:28:12,2017-02-17 11:38:56,Essential,Important,Essential,Essential,Essential,Essential,Important,Beneficial,Essential,Essential,Essential,Important,Essential,Essential,Essential,Important,Essential,,,,,,,,,,,Mostly meets,Does not meet,Mostly meets,Partly meets,Mostly meets,Mostly meets,Mostly meets,Does not meet,Does not meet,Fully meets,Partly meets,Does not meet,Fully meets,Partly meets,Mostly meets,,Does not meet,,,,,,,,,,,,,,1,Beneficial,Beneficial,Does not meet,Does not meet,70,,,,,,,,,,,,
W1BLW0008492,2017-02-17 11:30:30,2017-02-17 11:39:15,Essential,Important,Essential,Essential,Important,Essential,Essential,Beneficial,Important,Beneficial,Essential,Beneficial,Essential,Important,Important,Important,Important,,,,,,,,,,,Partly meets,Partly meets,,Mostly meets,,Partly meets,Mostly meets,Does not meet,Does not meet,Mostly meets,Mostly meets,Does not meet,Mostly meets,,,,Does not meet,,,,,,,,,,,,,,1,Beneficial,Beneficial,Does not meet,Does not meet,70,,,,,,,,,,,,
W1BLW0009063,2017-02-17 11:37:14,2017-02-17 11:44:41,Beneficial,Important,Essential,Essential,Important,Important,Important,Beneficial,Beneficial,Important,Essential,Important,Important,Essential,Essential,Important,Essential,,,,,,,,,,,Mostly meets,Partly meets,Partly meets,Mostly meets,Mostly meets,Does not meet,Fully meets,Does not meet,Partly meets,Fully meets,Mostly meets,Partly meets,Mostly meets,Partly meets,Mostly meets,Mostly meets,Mostly meets,,,,,,,,,,,,,,1,Beneficial,Beneficial,Does not meet,Does not meet,70,,,,,,,,,,,,
W1BLW0001103,2017-02-17 11:39:30,2017-02-17 11:45:14,Essential,Important,Important,Important,Essential,Important,Essential,Not relevant,Beneficial,Essential,Essential,Essential,Essential,Essential,Essential,Beneficial,Essential,,,,,,,,,,,Mostly meets,Partly meets,Mostly meets,Mostly meets,Mostly meets,Mostly meets,Fully meets,Fully meets,Mostly meets,Mostly meets,Fully meets,Fully meets,Fully meets,Partly meets,Fully meets,Fully meets,Fully meets,,,,,,,,,,,,,,1,Important,Not relevant,Mostly meets,Partly meets,90,,,,,,,,,,,,
W1BLW0003425,2017-02-17 11:39:13,2017-02-17 11:45:58,Important,Essential,Essential,Essential,Important,Beneficial,Essential,Not relevant,Important,Important,Essential,Important,Essential,Essential,Essential,Essential,Essential,,,,,,,,,,,Partly meets,Partly meets,,Partly meets,,Mostly meets,Mostly meets,Mostly meets,,Fully meets,Partly meets,Does not meet,Partly meets,Mostly meets,Mostly meets,Fully meets,Mostly meets,,,,,,,,,,,,,,1,Important,Important,Partly meets,Does not meet,60,,,,,,,,,,,,
W1BLW0006075,2017-02-17 11:39:59,2017-02-17 11:46:10,Essential,Essential,Essential,Essential,Essential,Essential,Essential,Important,Important,Essential,Essential,Essential,Essential,Important,Essential,Essential,Essential,,,,,,,,,,,Does not meet,Does not meet,Does not meet,Does not meet,Partly meets,Partly meets,Partly meets,Does not meet,Does not meet,Does not meet,Does not meet,Does not meet,Partly meets,Does not meet,Partly meets,Partly meets,Partly meets,,,,,,,,,,,,,,1,Essential,Important,Does not meet,Does not meet,20,,,,,,,,,,,,
W1BLW0008382,2017-02-17 11:38:31,2017-02-17 11:47:29,Beneficial,Beneficial,Beneficial,Essential,Important,Beneficial,Essential,Not relevant,Beneficial,Important,Essential,Important,Essential,Essential,Essential,Essential,Essential,,,,,,,,,,,Mostly meets,Mostly meets,,Fully meets,Mostly meets,Mostly meets,Fully meets,Partly meets,Mostly meets,Fully meets,Mostly meets,Mostly meets,Fully meets,Fully meets,Mostly meets,Fully meets,Mostly meets,,,,,,,,,,,,,,1,Not relevant,Beneficial,Mostly meets,Partly meets,80,,,,,,,,,,,,
W1BLW0001191,2017-02-17 11:37:31,2017-02-17 11:47:43,Beneficial,Beneficial,Beneficial,Essential,Important,Beneficial,Beneficial,,Not relevant,Not relevant,Essential,Essential,Beneficial,Beneficial,Beneficial,Not relevant,Not relevant,,,,,,,,,,,Partly meets,Does not meet,,Does not meet,Does not meet,Partly meets,Does not meet,,Does not meet,Does not meet,Does not meet,Does not meet,Does not meet,Does not meet,,Partly meets,Partly meets,,,,,,,,,,,,,,1,Beneficial,Not relevant,Does not meet,Does not meet,30,,,,,,,,,,,,
W1BLW0006216,2017-02-17 11:43:30,2017-02-17 11:47:47,Essential,Essential,Essential,Essential,Essential,Essential,Essential,Important,Essential,Essential,Essential,Essential,Essential,Important,Essential,Essential,Essential,,,,,,,,,,,Partly meets,Does not meet,Partly meets,Partly meets,Partly meets,Partly meets,Mostly meets,Does not meet,Partly meets,Mostly meets,Partly meets,Does not meet,Partly meets,Partly meets,Partly meets,Partly meets,Partly meets,,,,,,,,,,,,,,1,Essential,Essential,Does not meet,Does not meet,60,,,,,,,,,,,,
W1BLW0002361,2017-02-17 11:44:44,2017-02-17 11:48:39,Important,Important,Essential,Essential,Important,Essential,Essential,Important,Essential,Important,Essential,Important,Essential,Important,Essential,Essential,Essential,,,,,,,,,,,Mostly meets,Partly meets,Partly meets,Mostly meets,Partly meets,Fully meets,Fully meets,Partly meets,Partly meets,Mostly meets,Partly meets,Partly meets,Fully meets,Mostly meets,Partly meets,Partly meets,Does not meet,,,,,,,,,,,,,,1,Important,Important,Does not meet,Partly meets,70,,,,,,,,,,,,
W1BLW0000770,2017-02-17 11:42:57,2017-02-17 11:48:48,Important,Important,Essential,Important,Essential,Beneficial,Essential,Beneficial,Important,Essential,Essential,Essential,Essential,Important,Beneficial,Important,Important,,,,,,,,,,,Mostly meets,Partly meets,Mostly meets,Mostly meets,Partly meets,Mostly meets,Mostly meets,Does not meet,Partly meets,Mostly meets,Partly meets,Does not meet,Mostly meets,Partly meets,Partly meets,Partly meets,Partly meets,,,,,,,,,,,,,,1,Beneficial,Beneficial,Does not meet,Does not meet,80,,,,,,,,,,,,
W1BLW0001622,2017-02-17 11:49:36,2017-02-17 11:54:55,Essential,Beneficial,Essential,Important,Important,Essential,Important,Beneficial,Important,Beneficial,Essential,Beneficial,Essential,Essential,Essential,Essential,Essential,,,,,,,,,,,Mostly meets,Mostly meets,Mostly meets,Mostly meets,Mostly meets,Mostly meets,Mostly meets,Partly meets,Partly meets,Mostly meets,Partly meets,Mostly meets,Fully meets,Mostly meets,Mostly meets,Mostly meets,Mostly meets,,,,,,,,,,,,,,1,Beneficial,Essential,Partly meets,Mostly meets,80,,,,,,,,,,,,
W1BLW0008188,2017-02-17 11:51:54,2017-02-17 11:57:28,Beneficial,Beneficial,Essential,Essential,Essential,Not relevant,Essential,Essential,Important,Essential,Important,Beneficial,Beneficial,Essential,Important,Beneficial,Important,,,,,,,,,,,Partly meets,Partly meets,Partly meets,Partly meets,Mostly meets,Mostly meets,Mostly meets,Partly meets,,Partly meets,Partly meets,Does not meet,Mostly meets,Partly meets,Mostly meets,Mostly meets,Mostly meets,,,,,,,,,,,,,,1,Not relevant,Essential,Does not meet,Does not meet,60,,,,,,,,,,,,
W1BLW0007114,2017-02-17 12:01:14,2017-02-17 12:06:49,Important,Important,Essential,Essential,Important,Important,Important,Beneficial,Important,Essential,Essential,Essential,Essential,Important,Important,Important,Important,,,,,,,,,,,Partly meets,Partly meets,Partly meets,Partly meets,Partly meets,Partly meets,Partly meets,Does not meet,Partly meets,Partly meets,Partly meets,Partly meets,Mostly meets,Partly meets,Mostly meets,Mostly meets,Partly meets,,,,,,,,,,,,,,1,Essential,Essential,Does not meet,Partly meets,50,,,,,,,,,,,,
W1BLW0000890,2017-02-17 11:52:26,2017-02-17 12:06:53,Important,Essential,Not relevant,Essential,Beneficial,Important,Essential,Not relevant,Beneficial,Essential,Important,Beneficial,Important,Beneficial,Not relevant,Beneficial,Beneficial,,,,,,,,,,,Does not meet,Does not meet,Mostly meets,Partly meets,Mostly meets,Partly meets,Mostly meets,Does not meet,Partly meets,Mostly meets,Partly meets,Mostly meets,Does not meet,Partly meets,Does not meet,Partly meets,Partly meets,,,,,,,,,,,,,,1,Beneficial,Important,Does not meet,Does not meet,30,,,,,,,,,,,,
W1BLW0001356,2017-02-17 12:02:52,2017-02-17 12:08:06,Important,Beneficial,Important,Important,Important,Important,Essential,Beneficial,Important,Important,Important,Beneficial,Essential,Essential,Important,Important,Important,,,,,,,,,,,Mostly meets,Partly meets,Mostly meets,Mostly meets,Mostly meets,Mostly meets,Mostly meets,Does not meet,Mostly meets,Mostly meets,Partly meets,Does not meet,Fully meets,Partly meets,Mostly meets,Fully meets,Mostly meets,,,,,,,,,,,,,,1,Beneficial,Important,Partly meets,Partly meets,80,,,,,,,,,,,,
W1BLW0002062,2017-02-17 11:58:23,2017-02-17 12:08:08,Important,Important,Important,Important,Essential,Important,Essential,Important,Important,Important,Important,Important,Important,Essential,Beneficial,Important,Important,,,,,,,,,,,Mostly meets,Mostly meets,Mostly meets,Mostly meets,Fully meets,Fully meets,Fully meets,Partly meets,Fully meets,Fully meets,Mostly meets,Fully meets,Fully meets,Fully meets,Mostly meets,Fully meets,Fully meets,,,,,,,,,,,,,,1,Not relevant,Beneficial,Mostly meets,Mostly meets,100,,,,,,,,,,,,
W1BLW0000553,2017-02-17 12:00:51,2017-02-17 12:08:38,Important,Important,Essential,Essential,Essential,Important,Essential,Important,Essential,Important,Essential,Essential,Essential,Important,Important,Essential,Essential,,,,,,,,,,,,Does not meet,,Fully meets,Fully meets,Fully meets,Fully meets,Does not meet,,Fully meets,Partly meets,Mostly meets,Fully meets,Mostly meets,Does not meet,Mostly meets,Fully meets,,,,,,,,,,,,,,1,Important,Beneficial,Mostly meets,Does not meet,70,,,,,,,,,,,,
W1BLW0004723,2017-02-17 12:06:31,2017-02-17 12:10:59,Important,Important,Essential,Essential,Essential,Important,Essential,Important,Essential,Essential,Essential,Important,Essential,Essential,Essential,Essential,Essential,,,,,,,,,,,Partly meets,Does not meet,Does not meet,Mostly meets,Mostly meets,Mostly meets,Fully meets,Mostly meets,Mostly meets,Fully meets,Mostly meets,Mostly meets,Fully meets,Partly meets,Partly meets,Mostly meets,Mostly meets,,,,,,,,,,,,,,1,Important,Essential,Partly meets,Does not meet,60,,,,,,,,,,,,
W1BLW0006831,2017-02-17 12:05:48,2017-02-17 12:11:20,Essential,Essential,Essential,Essential,Essential,Essential,Essential,Essential,Essential,Essential,Essential,Essential,Essential,Essential,Essential,Essential,Essential,,,,,,,,,,,Does not meet,Does not meet,Does not meet,Does not meet,Does not meet,Does not meet,Partly meets,Does not meet,Does not meet,Partly meets,Does not meet,Partly meets,Partly meets,Partly meets,Does not meet,Partly meets,Partly meets,,,,,,,,,,,,,,1,Essential,Essential,Does not meet,Does not meet,60,,,,,,,,,,,,
W1BLW0007757,2017-02-17 12:11:47,2017-02-17 12:16:36,Important,Important,Important,Important,Important,Important,Essential,Beneficial,Beneficial,Essential,Essential,Not relevant,Essential,Important,Important,Important,Important,,,,,,,,,,,Does not meet,Does not meet,Partly meets,Does not meet,Partly meets,Mostly meets,Mostly meets,Does not meet,Does not meet,Mostly meets,Partly meets,Does not meet,Mostly meets,Does not meet,Partly meets,Mostly meets,Partly meets,,,,,,,,,,,,,,1,Beneficial,Beneficial,Partly meets,Does not meet,70,,,,,,,,,,,,
W1BLW0001428,2017-02-17 12:13:47,2017-02-17 12:18:14,Essential,Important,Important,Essential,Essential,Essential,Essential,Important,Essential,Essential,Essential,Important,Essential,Important,Essential,Essential,Essential,,,,,,,,,,,Mostly meets,Mostly meets,Fully meets,Mostly meets,Fully meets,Fully meets,Fully meets,Mostly meets,Mostly meets,Fully meets,Mostly meets,Partly meets,Mostly meets,Mostly meets,Fully meets,Fully meets,Fully meets,,,,,,,,,,,,,,1,Essential,Essential,Partly meets,Mostly meets,70,,,,,,,,,,,,
W1BLW0009231,2017-02-17 12:12:51,2017-02-17 12:19:39,Essential,Essential,Essential,Essential,Essential,Essential,Essential,Essential,Essential,Essential,Essential,Essential,Essential,Essential,Essential,Essential,Essential,,,,,,,,,,,Partly meets,Partly meets,Mostly meets,Partly meets,Mostly meets,Mostly meets,Partly meets,Does not meet,Mostly meets,Fully meets,Partly meets,Partly meets,Mostly meets,Partly meets,Partly meets,Mostly meets,Mostly meets,,,,,,,,,,,,,,1,Essential,Essential,Does not meet,Partly meets,70,,,,,,,,,,,,
W1BLW0002620,2017-02-17 12:11:26,2017-02-17 12:25:29,Essential,Essential,Essential,Essential,Essential,Essential,Essential,Essential,Essential,Essential,Essential,Essential,Essential,Essential,Essential,Essential,Essential,,,,,,,,,,,Partly meets,Does not meet,Partly meets,Does not meet,Partly meets,Partly meets,Partly meets,Does not meet,Does not meet,Partly meets,Does not meet,Does not meet,Mostly meets,Partly meets,Does not meet,Mostly meets,Partly meets,,,,,,,,,,,,,,1,Essential,Essential,Does not meet,Does not meet,60,,,,,,,,,,,,
W1BLW0008928,2017-02-17 12:20:22,2017-02-17 12:25:51,Essential,Important,Important,Essential,Essential,Essential,Essential,Important,Beneficial,Essential,Essential,Beneficial,Essential,Important,Essential,Essential,Essential,,,,,,,,,,,Partly meets,Partly meets,Partly meets,Mostly meets,Mostly meets,Mostly meets,Mostly meets,Mostly meets,Mostly meets,Fully meets,Mostly meets,Mostly meets,Mostly meets,Partly meets,Mostly meets,Mostly meets,Mostly meets,,,,,,,,,,,,,,1,Important,Essential,Mostly meets,Partly meets,80,,,,,,,,,,,,
W1BLW0002865,2017-02-17 12:23:23,2017-02-17 12:27:45,Essential,Essential,Essential,Essential,Essential,Essential,Essential,Important,Essential,Essential,Essential,Essential,Essential,Essential,Essential,Essential,Essential,,,,,,,,,,,Does not meet,Does not meet,Does not meet,Does not meet,Mostly meets,Does not meet,Mostly meets,Does not meet,Does not meet,Fully meets,Partly meets,Does not meet,Partly meets,Mostly meets,Partly meets,Mostly meets,Partly meets,,,,,,,,,,,,,,1,Essential,Important,Does not meet,Partly meets,40,,,,,,,,,,,,
W1BLW0005371,2017-02-17 12:24:43,2017-02-17 12:29:59,Important,Important,Essential,Essential,Important,Essential,Essential,Not relevant,Important,Essential,Essential,Important,Essential,Essential,Important,Essential,Essential,,,,,,,,,,,Partly meets,Mostly meets,Mostly meets,Mostly meets,Mostly meets,Mostly meets,Mostly meets,Mostly meets,Partly meets,Fully meets,Mostly meets,Does not meet,Partly meets,Partly meets,Partly meets,Mostly meets,Mostly meets,,,,,,,,,,,,,,1,Important,Essential,Partly meets,Partly meets,50,,,,,,,,,,,,
W1BLW0003393,2017-02-17 12:24:05,2017-02-17 12:30:17,Important,Important,Essential,Essential,Important,Important,Important,Important,Important,Essential,Essential,Beneficial,Essential,Essential,Important,Important,Important,,,,,,,,,,,Partly meets,Does not meet,Partly meets,Does not meet,Does not meet,Mostly meets,Partly meets,Does not meet,Does not meet,Mostly meets,Does not meet,Partly meets,Fully meets,Partly meets,Partly meets,Partly meets,Partly meets,,,,,,,,,,,,,,1,Important,Important,Partly meets,Partly meets,60,,,,,,,,,,,,
W1BLW0000962,2017-02-17 12:28:59,2017-02-17 12:32:36,Essential,Essential,Essential,Essential,Essential,Essential,Essential,Important,Essential,Essential,Essential,Important,Essential,Essential,Essential,Essential,Essential,,,,,,,,,,,Does not meet,Partly meets,Mostly meets,Partly meets,Mostly meets,Partly meets,Mostly meets,Mostly meets,Does not meet,Mostly meets,Does not meet,Partly meets,Partly meets,Mostly meets,Mostly meets,Fully meets,Mostly meets,,,,,,,,,,,,,,1,Beneficial,Essential,Does not meet,Mostly meets,70,,,,,,,,,,,,
W1BLW0007891,2017-02-17 12:24:35,2017-02-17 12:32:47,Essential,Essential,Important,Essential,Essential,Important,Essential,Not relevant,Important,Essential,Essential,Essential,Essential,Essential,Essential,Important,Important,,,,,,,,,,,Fully meets,Partly meets,Partly meets,Mostly meets,Mostly meets,Fully meets,Fully meets,Does not meet,Partly meets,Fully meets,Does not meet,Does not meet,Fully meets,Fully meets,Mostly meets,Does not meet,Mostly meets,,,,,,,,,,,,,,1,Beneficial,Beneficial,Partly meets,Does not meet,70,,,,,,,,,,,,
W1BLW0005282,2017-02-17 12:20:37,2017-02-17 12:34:37,Important,Important,Essential,Essential,Essential,Essential,Important,Important,Essential,Important,Essential,Essential,Essential,Important,Essential,Essential,Essential,,,,,,,,,,,Partly meets,Partly meets,Partly meets,Does not meet,Does not meet,Does not meet,Does not meet,Does not meet,Does not meet,Fully meets,Does not meet,Does not meet,Mostly meets,Does not meet,Does not meet,Partly meets,Does not meet,,,,,,,,,,,,,,1,Important,Important,Does not meet,Does not meet,60,,,,,,,,,,,,
W1BLW0003948,2017-02-17 12:29:41,2017-02-17 12:35:30,Beneficial,Important,Essential,Essential,Important,Essential,Important,Beneficial,Important,Beneficial,Important,Essential,Important,Essential,Beneficial,Important,Important,,,,,,,,,,,Does not meet,Partly meets,Mostly meets,Does not meet,Mostly meets,Mostly meets,Mostly meets,Partly meets,Does not meet,Mostly meets,Does not meet,Mostly meets,Fully meets,Mostly meets,Partly meets,Mostly meets,Partly meets,,,,,,,,,,,,,,1,Beneficial,Beneficial,Does not meet,Does not meet,60,,,,,,,,,,,,
W1BLW0003518,2017-02-17 12:30:18,2017-02-17 12:37:10,Important,Important,Essential,Essential,Important,Important,Important,Beneficial,Important,Essential,Essential,Important,Essential,Important,Important,Beneficial,Important,,,,,,,,,,,Mostly meets,Does not meet,Partly meets,Partly meets,Partly meets,Mostly meets,Fully meets,Partly meets,Partly meets,Fully meets,Partly meets,Partly meets,Fully meets,Mostly meets,Mostly meets,Fully meets,Mostly meets,,,,,,,,,,,,,,1,Beneficial,Beneficial,Partly meets,Partly meets,60,,,,,,,,,,,,
W1BLW0009702,2017-02-17 12:31:20,2017-02-17 12:37:16,Important,Important,Essential,Essential,Important,Essential,Essential,Important,Essential,Important,Important,Beneficial,Essential,Essential,Important,Essential,Essential,,,,,,,,,,,Mostly meets,Does not meet,Partly meets,Mostly meets,Does not meet,Partly meets,Partly meets,Does not meet,Does not meet,Partly meets,Mostly meets,Does not meet,Partly meets,Partly meets,Partly meets,Mostly meets,Partly meets,,,,,,,,,,,,,,1,Important,Important,Partly meets,Partly meets,50,,,,,,,,,,,,
W1BLW0008786,2017-02-17 12:32:06,2017-02-17 12:38:09,Important,Important,Important,Essential,Important,Important,Essential,Beneficial,Important,Essential,Important,Beneficial,Essential,Essential,Beneficial,Essential,Important,,,,,,,,,,,Mostly meets,Partly meets,Mostly meets,Mostly meets,Fully meets,Mostly meets,Fully meets,Partly meets,Mostly meets,Fully meets,Mostly meets,Mostly meets,Fully meets,Fully meets,Fully meets,Fully meets,Mostly meets,,,,,,,,,,,,,,1,Beneficial,Beneficial,Does not meet,Partly meets,90,,,,,,,,,,,,
